#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: DEMO
#Date Time: 2021-10-15 06:55:44.773
#Start: 10 Hz
#Stop: 1e+06 Hz
#Steps: 10001
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.49264 V
#Offset: 0.000293069 V
#Relative: no
#Channel: Channel 2
#Range: 5.52637 V
#Offset: 0.000302154 V
#Relative: yes

#Frequency (Hz),Channel 1 Magnitude (X),Channel 2 Magnitude (X),Channel 2 Phase (deg)
10,0.9990856658270187,0.01204413141989648,88.47977403220148
10.01151955538168,0.9990575610367056,0.01205883935965567,88.47321340954076
10.02305238077898,0.999068403525319,0.0120723076967226,88.45243740899552
10.03459849147839,0.9990871352972583,0.01208395263483987,88.45908874130041
10.04615790278395,0.9990989990235153,0.0121039199180105,88.44682378384448
10.05773063001737,0.9991140924132077,0.01211812106406816,88.46444907016723
10.06931668851804,0.9991231303620769,0.01213146387772437,88.48309922492558
10.08091609364295,0.9990932887701769,0.01214500084592091,88.47184349706495
10.09252886076685,0.9991027129444097,0.01215404289042723,88.47260716771241
10.10415500528214,0.9991007241635217,0.01217149986988394,88.45906053513879
10.11579454259898,0.9991115989368939,0.01218640818744655,88.44344966122692
10.1274474881453,0.9991242301797459,0.01219833712624497,88.4437647381783
10.1391138573668,0.9991226496904517,0.01221435010425408,88.46814892040592
10.15079366572691,0.9991008762798913,0.01222935398345211,88.44032965767303
10.16248692870695,0.9991010944344305,0.01224167656753341,88.43562368527387
10.17419366180603,0.9991092962217474,0.01225629359841041,88.45453105228043
10.18591388054117,0.9990783308262777,0.01226287752151993,88.4380466341091
10.19764760044716,0.9990683322382272,0.01228124423939141,88.43885931937896
10.20939483707681,0.9990929112638265,0.01229123827442638,88.4250144854509
10.22115560600072,0.9991056135251835,0.01231252028682831,88.44639156376896
10.23292992280754,0.9991128546157626,0.01231993298279955,88.43130033054018
10.24471780310382,0.9991062922903279,0.0123430515226827,88.41709002691375
