#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2NI
#Serial Number: SN:210321ABE135
#Date Time: 2021-12-20 21:03:08.697
#Start: 1 Hz
#Stop: 1000 Hz
#Steps: 501
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.51199 V
#Offset: 0.000299138 V
#Relative: no
#Channel: Channel 2
#Range: 5.52909 V
#Offset: 6.9788e-05 V
#Relative: yes
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1.000000000000001,-0.06338323007525319,-23.74339780654054,89.08037730255944
1.01391138573668,-0.06312720133011807,-23.6111158652413,89.27433597023324
1.028016298126475,-0.05954779617671094,-23.55423500377293,88.97423920852042
1.042317429393305,-0.06074312456297268,-23.41130556342573,89.05453338144255
1.05681750921366,-0.06180999014076365,-23.25984176128422,89.07942727896381
1.071519305237607,-0.05900381243150557,-23.14275180162185,89.01135693668168
1.086425623617067,-0.05864627366303298,-23.04452006392887,88.93448265402483
1.101539309541416,-0.0600513340426867,-22.93361918026437,89.12587665056991
1.116863247780562,-0.06204737616324826,-22.8027276589637,89.01753013114167
1.132400363235558,-0.05968249561704342,-22.67908281164003,89.03972924050503
1.148153621496884,-0.06109560763140776,-22.56663518760136,89.01812967874343
1.164126029410492,-0.06066007265802018,-22.45087372270913,89.11062792605682
1.180320635651731,-0.06076425739234795,-22.32790549469765,89.13347400341442
1.196740531307244,-0.05792906982604206,-22.2382710748593,89.23906560165366
1.213388850464979,-0.06159253141936531,-22.07557268131337,89.08152702823872
1.230268770812382,-0.06134423906586212,-21.95806819610009,89.1551622576864
1.247383514242945,-0.06059123675215439,-21.85032395735707,89.21418480427913
1.264736347471152,-0.06010607879044228,-21.72997694987775,89.06558226645006
1.282330582656023,-0.05968557915225509,-21.61944109022109,89.3104458889913
1.300169578033291,-0.06187412368218608,-21.4903928665952,89.01945466871172
1.318256738556409,-0.06112802541492535,-21.38180240955206,89.06921374719934
1.336595516546443,-0.06129244280669705,-21.25483217970887,89.21419374585537
1.355189412351038,-0.06361395547856559,-21.13442407301417,89.13003024166369
1.374041975012516,-0.06148059604482042,-21.01833180658862,89.13655973605904
1.393156802945305,-0.06132097054800448,-20.90100935374858,89.22893865149581
1.412537544622755,-0.06101870151163968,-20.77856615867193,89.14780558405667
1.432187899273545,-0.060768459614707,-20.65094218640265,89.16156176453686
1.452111617587743,-0.06119087612052117,-20.53357532535848,89.12769676529518
1.472312502432721,-0.0616903292778733,-20.41656239864899,89.1115357278961
1.492794409578997,-0.06201172374194718,-20.30437231504207,89.17777207926956
1.51356124843621,-0.06154377003115562,-20.18480009581039,89.08087987474397
1.534616982799296,-0.06234527565129636,-20.06085945309168,89.17155558123054
1.555965631605077,-0.06040685730932333,-19.94240516125263,89.10799211320005
1.57761126969935,-0.06054686239232231,-19.83481670392874,89.18486763306599
1.599558028614671,-0.06311417330001612,-19.71439919719813,89.14432921782091
1.621810097358932,-0.06147343951145198,-19.5849760892443,89.04746901976365
1.644371723214932,-0.06152529842712975,-19.46029314434461,89.14586672438993
1.667247212551064,-0.06246155781626658,-19.33626070426616,89.10568422783641
1.690440931643265,-0.06107269922130669,-19.22700547601913,89.09569562164701
1.713957307508427,-0.06246006296303176,-19.10382856582485,89.1510086190703
1.737800828749376,-0.0624602176120678,-18.99059152422375,89.04242654409228
1.761976046411631,-0.06207014923334354,-18.87323672292509,89.1231798585561
1.786487574852052,-0.06092625745604584,-18.76758493241319,89.21547758940567
1.811340092619604,-0.06177449610448218,-18.62694270014779,89.22686972567271
1.836538343348347,-0.06145986110926469,-18.52091653770464,89.00926561920579
1.86208713666287,-0.06189680437569543,-18.3886830222142,89.22765449156043
1.887991349096295,-0.06269048767107852,-18.27286349294072,89.15975891512261
1.914255925021088,-0.06235459318636843,-18.14355246644918,89.17758938759471
1.940885877592779,-0.06441875126911298,-18.02632661266559,89.19681014096656
1.967886289706847,-0.06325823130890532,-17.91861012395431,89.13003786268764
1.995262314968881,-0.06344661792291295,-17.78530044791839,89.22124009791511
2.023019178678274,-0.06414434148218522,-17.66089100713048,89.20714557833556
2.051162178825567,-0.06232102882281908,-17.54787962159437,89.15639563695872
2.079696687103698,-0.06225986681619528,-17.43192027784228,89.14162968089596
2.108628149933291,-0.06257557887179183,-17.31055464997628,89.06698027324347
2.137962089502235,-0.06302988205909781,-17.19086859830328,89.13214504561277
2.167704104819696,-0.06210545517709395,-17.07276335100479,89.13217722008032
2.197859872784827,-0.06220335569743328,-16.95991176766903,89.10206133188463
2.228435149270305,-0.06105447440070556,-16.83467963895174,89.09085566902877
2.259435770220981,-0.06352034906155424,-16.70388420072902,89.15627699981115
2.290867652767774,-0.06197712321219986,-16.59066250387407,89.10572362497805
